document,label
i feel they are the last of the tortured fandoms remaining save saints football fans but thats the wrong sport,anger
i know its been awhile since i posted but between feeling crappy all the time work and just being plain lazy i havent even gotten on the computer,sadness
i feel a bit reluctant having to say anything at all because a popular blogger who i share similarities with had beat me to the chase,fear
i had begun to feel apprehensive when thick black rain clouds stormed into the sky above town,fear
i feel your gentle stare and feel your love,love
i feel a bit afraid of not thin and thin i would like to know is elevated thyroid hormone eat less because of the movement to improve the metabolism or drug but that still in the normal range within the distressed in the end because of hyperthyroidism thin or i was really healthy thin,fear
i hope you can feel glad that she gave you so many things including memories that you can cherish,joy
i couldn t know what he was feeling then i thought that he wished he could have been there with us too for each of us knew that however much we hated it at first it was an experience we would remember forever,sadness
i feel like i am punished for having them too,sadness
i experience all my normal moods feel annoyed when my year old whines or my baby wants to be held while im making dinner but i no longer feel consumed by these emotions,anger
i find every body beautiful and only want people to feel vital in their bodies,joy
i feel that i know god is real and that he is loving if i feel that i have air tight reasons for such notions what kind of sense would it make to blame him for the misfortunes that befall us when in fact jesus warns that will have tribulation in the world,love
